instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
15191,30-09-2012,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58
15192,30-09-2012,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7
15193,30-09-2012,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0,1,9,10
15194,30-09-2012,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22
15195,30-09-2012,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0,14,43,57
15196,30-09-2012,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144
15197,30-09-2012,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285
15198,30-09-2012,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479
15199,30-09-2012,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591
15200,30-09-2012,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680
15201,30-09-2012,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594
15202,30-09-2012,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612
15203,30-09-2012,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649
15204,30-09-2012,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648
15205,30-09-2012,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575
15206,30-09-2012,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401
15207,30-09-2012,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257
15208,30-09-2012,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194
15209,30-09-2012,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0,19,104,123
15210,30-09-2012,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0,15,76,91
15211,30-09-2012,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57
15212,01-10-2012,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45
15213,01-10-2012,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18
15214,01-10-2012,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0,6,6,12
15215,01-10-2012,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0,1,6,7
15216,01-10-2012,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10
15217,01-10-2012,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0,2,34,36
15218,01-10-2012,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155
15219,01-10-2012,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483
15220,01-10-2012,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784
15221,01-10-2012,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0,26,314,340
15222,01-10-2012,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0,44,135,179
15223,01-10-2012,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0,76,196,272
15224,01-10-2012,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,61,262,323
15225,01-10-2012,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,80,225,305
15226,01-10-2012,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244
15227,01-10-2012,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,95,234,329
15228,01-10-2012,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459
15229,01-10-2012,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,65,791,856
15230,01-10-2012,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613
15231,01-10-2012,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483,516
15232,01-10-2012,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0,11,251,262
15233,01-10-2012,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,13,205,218
15234,01-10-2012,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207
15235,01-10-2012,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0,17,88,105
15236,02-10-2012,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0,1,30,31
15237,02-10-2012,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,0,11,11
15238,02-10-2012,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2
15239,02-10-2012,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,1,4,5
15240,02-10-2012,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,2,8,10
15241,02-10-2012,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,1,42,43
15242,02-10-2012,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,3,176,179
15243,02-10-2012,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,4,256,260
15244,02-10-2012,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0,6,128,134
15245,02-10-2012,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,3,83,86
15246,02-10-2012,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,3,42,45
15247,02-10-2012,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,7,92,99
15248,02-10-2012,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,6,98,104
15249,02-10-2012,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,6,148,154
15250,02-10-2012,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,16,147,163
15251,02-10-2012,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,14,195,209
15252,02-10-2012,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,46,328,374
15253,02-10-2012,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,38,677,715
15254,02-10-2012,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,48,639,687
15255,02-10-2012,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0,27,368,395
15256,02-10-2012,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,20,286,306
15257,02-10-2012,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,24,265,289
15258,02-10-2012,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,28,212,240
15259,02-10-2012,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0,11,87,98
15260,03-10-2012,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0,5,47,52
15261,03-10-2012,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0,3,16,19
15262,03-10-2012,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0,2,7,9
15263,03-10-2012,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0,0,7,7
15264,03-10-2012,4,1,10,4,0,3,1,2,0.6,0.5,1,0,2,9,11
15265,03-10-2012,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,2,32,34
15266,03-10-2012,4,1,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,4,173,177
15267,03-10-2012,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,11,504,515
15268,03-10-2012,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,28,781,809
15269,03-10-2012,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,30,332,362
15270,03-10-2012,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,29,146,175
15271,03-10-2012,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,52,178,230
15272,03-10-2012,4,1,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045,69,289,358
15273,03-10-2012,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,55,224,279
15274,03-10-2012,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,56,195,251
15275,03-10-2012,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,59,260,319
15276,03-10-2012,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0,42,436,478
15277,03-10-2012,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0,84,833,917
15278,03-10-2012,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0,54,756,810
15279,03-10-2012,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0,49,544,593
15280,03-10-2012,4,1,10,20,0,3,1,1,0.7,0.6515,0.65,0,48,449,497
15281,03-10-2012,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0,14,195,209
15282,03-10-2012,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0,9,232,241
15283,03-10-2012,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0,21,199,220
15284,04-10-2012,4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0,11,65,76
15285,04-10-2012,4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0,2,23,25
15286,04-10-2012,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0,3,10,13
15287,04-10-2012,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0,5,6,11
15288,04-10-2012,4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0,0,10,10
15289,04-10-2012,4,1,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045,2,37,39
15290,04-10-2012,4,1,10,6,0,4,1,3,0.62,0.5455,0.94,0.0896,1,132,133
15291,04-10-2012,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,12,379,391
15292,04-10-2012,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0,27,711,738
15293,04-10-2012,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,40,319,359
15294,04-10-2012,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,27,150,177
15295,04-10-2012,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045,38,176,214
15296,04-10-2012,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.194,57,231,288
15297,04-10-2012,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,63,231,294
15298,04-10-2012,4,1,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537,56,211,267
15299,04-10-2012,4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,77,248,325
15300,04-10-2012,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,86,411,497
15301,04-10-2012,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,112,789,901
15302,04-10-2012,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,75,812,887
15303,04-10-2012,4,1,10,19,0,4,1,1,0.66,0.6212,0.57,0.1045,67,467,534
15304,04-10-2012,4,1,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045,50,391,441
15305,04-10-2012,4,1,10,21,0,4,1,1,0.62,0.6061,0.69,0,33,288,321
15306,04-10-2012,4,1,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343,29,203,232
15307,04-10-2012,4,1,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896,18,137,155
15308,05-10-2012,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0,16,86,102
15309,05-10-2012,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,3,43,46
15310,05-10-2012,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,1,10,11
15311,05-10-2012,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0,5,11,16
15312,05-10-2012,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0,0,11,11
15313,05-10-2012,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0,0,41,41
15314,05-10-2012,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0,4,133,137
15315,05-10-2012,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,11,417,428
15316,05-10-2012,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0,36,749,785
15317,05-10-2012,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,58,326,384
15318,05-10-2012,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0,68,192,260
15319,05-10-2012,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.194,90,214,304
15320,05-10-2012,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,161,307,468
15321,05-10-2012,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0,117,307,424
15322,05-10-2012,4,1,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239,113,287,400
15323,05-10-2012,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,150,320,470
15324,05-10-2012,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0,153,481,634
15325,05-10-2012,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,158,742,900
15326,05-10-2012,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,106,655,761
15327,05-10-2012,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642,67,433,500
15328,05-10-2012,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343,66,306,372
15329,05-10-2012,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,47,220,267
15330,05-10-2012,4,1,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836,63,201,264
15331,05-10-2012,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239,23,148,171
15332,06-10-2012,4,1,10,0,0,6,0,1,0.56,0.5303,0.83,0.1642,37,154,191
15333,06-10-2012,4,1,10,1,0,6,0,1,0.56,0.5303,0.83,0.2537,25,116,141
15334,06-10-2012,4,1,10,2,0,6,0,1,0.56,0.5303,0.78,0.194,13,62,75
15335,06-10-2012,4,1,10,3,0,6,0,1,0.54,0.5152,0.77,0.2239,2,54,56
15336,06-10-2012,4,1,10,4,0,6,0,1,0.54,0.5152,0.83,0.2537,4,7,11
15337,06-10-2012,4,1,10,5,0,6,0,1,0.54,0.5152,0.83,0.194,2,8,10
15338,06-10-2012,4,1,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537,2,28,30
15339,06-10-2012,4,1,10,7,0,6,0,1,0.54,0.5152,0.83,0.2985,13,71,84
15340,06-10-2012,4,1,10,8,0,6,0,1,0.56,0.5303,0.83,0.194,22,184,206
15341,06-10-2012,4,1,10,9,0,6,0,1,0.6,0.5909,0.73,0.194,130,265,395
15342,06-10-2012,4,1,10,10,0,6,0,1,0.62,0.6061,0.69,0.2836,198,341,539
15343,06-10-2012,4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,258,389,647
15344,06-10-2012,4,1,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045,362,381,743
15345,06-10-2012,4,1,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224,310,400,710
15346,06-10-2012,4,1,10,14,0,6,0,2,0.6,0.6212,0.56,0.4179,269,307,576
15347,06-10-2012,4,1,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179,279,341,620
15348,06-10-2012,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,317,342,659
15349,06-10-2012,4,1,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881,268,342,610
15350,06-10-2012,4,1,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,183,312,495
15351,06-10-2012,4,1,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239,102,239,341
15352,06-10-2012,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,75,172,247
15353,06-10-2012,4,1,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343,78,137,215
15354,06-10-2012,4,1,10,22,0,6,0,1,0.44,0.4394,0.62,0.1343,45,140,185
15355,06-10-2012,4,1,10,23,0,6,0,1,0.44,0.4394,0.62,0.1343,37,142,179
15356,07-10-2012,4,1,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642,28,99,127
15357,07-10-2012,4,1,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239,29,80,109
15358,07-10-2012,4,1,10,2,0,0,0,1,0.42,0.4242,0.62,0.1343,10,64,74
15359,07-10-2012,4,1,10,3,0,0,0,2,0.44,0.4394,0.62,0.1343,5,17,22
15360,07-10-2012,4,1,10,4,0,0,0,2,0.44,0.4394,0.54,0.2537,5,6,11
15361,07-10-2012,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,2,8,10
15362,07-10-2012,4,1,10,6,0,0,0,2,0.44,0.4394,0.54,0.194,4,19,23
15363,07-10-2012,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,6,29,35
15364,07-10-2012,4,1,10,8,0,0,0,3,0.42,0.4242,0.67,0.1343,11,51,62
15365,07-10-2012,4,1,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343,16,70,86
15366,07-10-2012,4,1,10,10,0,0,0,2,0.42,0.4242,0.67,0.194,41,144,185
15367,07-10-2012,4,1,10,11,0,0,0,2,0.42,0.4242,0.71,0.1045,76,260,336
15368,07-10-2012,4,1,10,12,0,0,0,2,0.42,0.4242,0.71,0,100,292,392
15369,07-10-2012,4,1,10,13,0,0,0,2,0.44,0.4394,0.72,0.0896,80,240,320
15370,07-10-2012,4,1,10,14,0,0,0,2,0.44,0.4394,0.67,0,71,243,314
15371,07-10-2012,4,1,10,15,0,0,0,3,0.42,0.4242,0.77,0.1343,74,232,306
15372,07-10-2012,4,1,10,16,0,0,0,3,0.4,0.4091,0.82,0.1642,87,246,333
15373,07-10-2012,4,1,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239,35,122,157
15374,07-10-2012,4,1,10,18,0,0,0,3,0.4,0.4091,0.82,0.194,24,82,106
15375,07-10-2012,4,1,10,19,0,0,0,2,0.4,0.4091,0.82,0.1045,17,97,114
15376,07-10-2012,4,1,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343,19,97,116
15377,07-10-2012,4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,22,91,113
15378,07-10-2012,4,1,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,7,72,79
15379,07-10-2012,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343,12,68,80
15380,08-10-2012,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,7,44,51
15381,08-10-2012,4,1,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642,2,35,37
15382,08-10-2012,4,1,10,2,1,1,0,1,0.34,0.3333,0.81,0.194,3,12,15
15383,08-10-2012,4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,2,8,10
15384,08-10-2012,4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,1,6,7
15385,08-10-2012,4,1,10,5,1,1,0,1,0.34,0.3182,0.76,0.2239,2,17,19
15386,08-10-2012,4,1,10,6,1,1,0,1,0.34,0.3485,0.76,0.1045,5,54,59
15387,08-10-2012,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,3,151,154
15388,08-10-2012,4,1,10,8,1,1,0,2,0.36,0.3485,0.71,0.2239,23,374,397
15389,08-10-2012,4,1,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642,59,273,332
15390,08-10-2012,4,1,10,10,1,1,0,2,0.38,0.3939,0.68,0.1343,69,229,298
15391,08-10-2012,4,1,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896,72,236,308
15392,08-10-2012,4,1,10,12,1,1,0,2,0.42,0.4242,0.63,0.1642,74,267,341
15393,08-10-2012,4,1,10,13,1,1,0,2,0.42,0.4242,0.62,0.194,82,323,405
15394,08-10-2012,4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,121,299,420
15395,08-10-2012,4,1,10,15,1,1,0,3,0.42,0.4242,0.58,0.194,76,294,370
15396,08-10-2012,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.194,61,316,377
15397,08-10-2012,4,1,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537,81,416,497
15398,08-10-2012,4,1,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836,41,415,456
15399,08-10-2012,4,1,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,38,333,371
15400,08-10-2012,4,1,10,20,1,1,0,3,0.4,0.4091,0.71,0.2239,20,207,227
15401,08-10-2012,4,1,10,21,1,1,0,2,0.4,0.4091,0.76,0.2239,17,134,151
15402,08-10-2012,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101,107
15403,08-10-2012,4,1,10,23,1,1,0,2,0.4,0.4091,0.71,0.2239,9,60,69
15404,09-10-2012,4,1,10,0,0,2,1,2,0.38,0.3939,0.82,0.2239,9,22,31
15405,09-10-2012,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,0,13,13
15406,09-10-2012,4,1,10,2,0,2,1,3,0.36,0.3333,0.87,0.2537,2,5,7
15407,09-10-2012,4,1,10,3,0,2,1,3,0.36,0.3333,0.87,0.2836,0,3,3
15408,09-10-2012,4,1,10,4,0,2,1,3,0.36,0.3485,0.87,0.1642,1,6,7
15409,09-10-2012,4,1,10,5,0,2,1,2,0.38,0.3939,0.82,0.194,0,19,19
15410,09-10-2012,4,1,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,2,141,143
15411,09-10-2012,4,1,10,7,0,2,1,1,0.38,0.3939,0.83,0.2537,5,357,362
15412,09-10-2012,4,1,10,8,0,2,1,2,0.42,0.4242,0.8,0.194,15,698,713
15413,09-10-2012,4,1,10,9,0,2,1,2,0.42,0.4242,0.77,0.2239,37,345,382
15414,09-10-2012,4,1,10,10,0,2,1,2,0.44,0.4394,0.75,0.2239,33,131,164
15415,09-10-2012,4,1,10,11,0,2,1,2,0.48,0.4697,0.69,0.194,37,156,193
15416,09-10-2012,4,1,10,12,0,2,1,2,0.48,0.4697,0.69,0.194,43,217,260
15417,09-10-2012,4,1,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,54,184,238
15418,09-10-2012,4,1,10,14,0,2,1,2,0.54,0.5152,0.64,0.194,43,201,244
15419,09-10-2012,4,1,10,15,0,2,1,2,0.52,0.5,0.63,0.1642,59,195,254
15420,09-10-2012,4,1,10,16,0,2,1,2,0.5,0.4848,0.72,0.1642,70,354,424
15421,09-10-2012,4,1,10,17,0,2,1,2,0.52,0.5,0.68,0.1642,73,733,806
15422,09-10-2012,4,1,10,18,0,2,1,2,0.5,0.4848,0.72,0.2239,26,758,784
15423,09-10-2012,4,1,10,19,0,2,1,2,0.5,0.4848,0.72,0.1642,31,483,514
15424,09-10-2012,4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,30,330,360
15425,09-10-2012,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,16,209,225
15426,09-10-2012,4,1,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896,7,155,162
15427,09-10-2012,4,1,10,23,0,2,1,2,0.48,0.4697,0.77,0.0896,8,76,84
15428,10-10-2012,4,1,10,0,0,3,1,2,0.46,0.4545,0.88,0.0896,0,33,33
15429,10-10-2012,4,1,10,1,0,3,1,2,0.46,0.4545,0.88,0,2,6,8
15430,10-10-2012,4,1,10,2,0,3,1,2,0.46,0.4545,0.88,0,2,6,8
15431,10-10-2012,4,1,10,3,0,3,1,2,0.46,0.4545,0.88,0,0,6,6
15432,10-10-2012,4,1,10,4,0,3,1,2,0.46,0.4545,0.88,0.1045,0,6,6
15433,10-10-2012,4,1,10,5,0,3,1,2,0.46,0.4545,0.88,0.0896,2,38,40
15434,10-10-2012,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,3,172,175
15435,10-10-2012,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498,507
15436,10-10-2012,4,1,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,33,806,839
15437,10-10-2012,4,1,10,9,0,3,1,1,0.54,0.5152,0.6,0.2836,35,331,366
15438,10-10-2012,4,1,10,10,0,3,1,1,0.56,0.5303,0.52,0.2985,27,190,217
15439,10-10-2012,4,1,10,11,0,3,1,1,0.54,0.5152,0.52,0.194,53,238,291
15440,10-10-2012,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239,78,312,390
15441,10-10-2012,4,1,10,13,0,3,1,1,0.56,0.5303,0.49,0,60,237,297
15442,10-10-2012,4,1,10,14,0,3,1,1,0.6,0.6212,0.4,0.1642,63,208,271
15443,10-10-2012,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,58,261,319
15444,10-10-2012,4,1,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239,92,474,566
15445,10-10-2012,4,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,91,857,948
15446,10-10-2012,4,1,10,18,0,3,1,2,0.56,0.5303,0.49,0.1642,57,787,844
15447,10-10-2012,4,1,10,19,0,3,1,2,0.56,0.5303,0.46,0.5821,32,534,566
15448,10-10-2012,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,21,371,392
15449,10-10-2012,4,1,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,18,251,269
15450,10-10-2012,4,1,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,27,170,197
15451,10-10-2012,4,1,10,23,0,3,1,1,0.44,0.4394,0.58,0.194,17,119,136
15452,11-10-2012,4,1,10,0,0,4,1,1,0.44,0.4394,0.51,0.1343,1,41,42
15453,11-10-2012,4,1,10,1,0,4,1,1,0.44,0.4394,0.47,0.194,1,10,11
15454,11-10-2012,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,4,7,11
15455,11-10-2012,4,1,10,3,0,4,1,1,0.42,0.4242,0.47,0.2985,0,3,3
15456,11-10-2012,4,1,10,4,0,4,1,1,0.4,0.4091,0.5,0.2537,0,10,10
15457,11-10-2012,4,1,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42
15458,11-10-2012,4,1,10,6,0,4,1,1,0.36,0.3485,0.5,0.1642,1,158,159
15459,11-10-2012,4,1,10,7,0,4,1,1,0.36,0.3333,0.5,0.2537,11,467,478
15460,11-10-2012,4,1,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,25,773,798
15461,11-10-2012,4,1,10,9,0,4,1,1,0.4,0.4091,0.43,0.3881,27,328,355
15462,11-10-2012,4,1,10,10,0,4,1,1,0.44,0.4394,0.41,0.3582,39,165,204
15463,11-10-2012,4,1,10,11,0,4,1,1,0.46,0.4545,0.36,0,76,175,251
15464,11-10-2012,4,1,10,12,0,4,1,1,0.46,0.4545,0.36,0,47,279,326
15465,11-10-2012,4,1,10,13,0,4,1,1,0.5,0.4848,0.31,0.1045,48,243,291
15466,11-10-2012,4,1,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,78,270,348
15467,11-10-2012,4,1,10,15,0,4,1,1,0.52,0.5,0.34,0.1642,102,358,460
15468,11-10-2012,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,68,413,481
15469,11-10-2012,4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,90,737,827
15470,11-10-2012,4,1,10,18,0,4,1,1,0.46,0.4545,0.44,0.1642,64,628,692
15471,11-10-2012,4,1,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343,81,662,743
15472,11-10-2012,4,1,10,20,0,4,1,1,0.42,0.4242,0.62,0.1642,27,388,415
